reviewId,userName,content,score,at,de_emojized_text,clean_text,normalized_text,stemmed_text
f75e6ac7-473a-45f8-b008-6d8802f7385f,Siuu Ronaldo,ngasih tim gk jelas sok asik banyak bug buat kalian kalo gk mau setres gk usah main ml,1,2026-07-13 14:55:47,ngasih tim gk jelas sok asik banyak bug buat kalian kalo gk mau setres gk usah main ml,ngasih tim gk jelas sok asik banyak bug buat kalian kalo gk mau setres gk usah main ml,beri tim tidak jelas sok asik banyak eror buat kalian kalau tidak mau setres tidak usah main mobile legends,beri tim tidak jelas sok asik banyak eror buat kalian kalau tidak mau tres tidak usah main mobile legends
a6f239fb-99f7-42db-b30d-6ab50c14c5ea,Gunawan Boy,geme terbaik di dunia ini mah gak ada lawan,5,2026-07-13 14:55:10,geme terbaik di dunia ini mah gak ada lawan,geme terbaik di dunia ini mah gak ada lawan,game terbaik di dunia ini sih tidak ada lawan,game baik di dunia ini sih tidak ada lawan
bd183d90-44cd-4de9-8081-dc633d10d47f,Andika Purnama,"tidak pernah dapat team yang sesuai,. di kasih team nya yang aneh,. walaupun maen solo atau pun Mabar 5,. sudah bangkrut kah moonton ngasim game nya yang kagak sesuai terus",1,2026-07-13 14:54:13,"tidak pernah dapat team yang sesuai,. di kasih team nya yang aneh,. walaupun maen solo atau pun Mabar 5,. sudah bangkrut kah moonton ngasim game nya yang kagak sesuai terus",tidak pernah dapat team yang sesuai di kasih team nya yang aneh walaupun maen solo atau pun mabar sudah bangkrut kah moonton ngasim game nya yang kagak sesuai terus,tidak pernah dapat team yang sesuai di kasih team nya yang aneh walaupun main sendiri atau pun main bersama sudah bangkrut kah moonton ngasim game nya yang tidak sesuai terus,tidak pernah dapat team yang sesuai di kasih team nya yang aneh walaupun main sendiri atau pun main sama sudah bangkrut kah moonton ngasim game nya yang tidak sesuai terus
cecfb13f-bd26-400e-9f63-a20804a7bc22,rizal mi,ml makin makin parah gini dapat tim busuk terus moonton udah mulai tak jelas bagus main hok aja otaknya udah tak adil cuma ngomong aja yang adil sinyal sering ngangguan 😠😠😠😠,1,2026-07-13 14:53:35,ml makin makin parah gini dapat tim busuk terus moonton udah mulai tak jelas bagus main hok aja otaknya udah tak adil cuma ngomong aja yang adil sinyal sering ngangguan  marah  marah  marah  marah ,ml makin makin parah gini dapat tim busuk terus moonton udah mulai tak jelas bagus main hok aja otaknya udah tak adil cuma ngomong aja yang adil sinyal sering ngangguan marah marah marah marah,mobile legends semakin semakin parah begini dapat tim busuk terus moonton sudah mulai tak jelas bagus main game lain saja otaknya sudah tak adil hanya ngomong saja yang adil sinyal sering ngangguan marah marah marah marah,mobile legends makin makin parah begini dapat tim busuk terus moonton sudah mulai tak jelas bagus main game lain saja otak sudah tak adil hanya ngomong saja yang adil sinyal sering ngangguan marah marah marah marah
d6e86492-f40a-43d0-8519-7b10b9f44307,Bang Bagas,mantap permainan ini,5,2026-07-13 14:51:51,mantap permainan ini,mantap permainan ini,mantap permainan ini,mantap main ini
928fa395-80de-45d1-babf-f99f22eaa1bb,Arachyy Risuu,"moonton adain fitur hapus pesan dong, ak malu bgt tiap salah kirim chat",3,2026-07-13 14:51:26,"moonton adain fitur hapus pesan dong, ak malu bgt tiap salah kirim chat",moonton adain fitur hapus pesan dong ak malu bgt tiap salah kirim chat,moonton adain fitur hapus pesan dong ak malu sekali tiap salah kirim chat,moonton adain fitur hapus pesan dong ak malu sekali tiap salah kirim chat
e28904ea-875f-48ba-9199-105507f7ae6e,Ahmad Sukroni,"game sampah , ga pernah adil dalam matchnya selalu dapet tim jelek dan musuh susah",1,2026-07-13 14:50:49,"game sampah , ga pernah adil dalam matchnya selalu dapet tim jelek dan musuh susah",game sampah ga pernah adil dalam matchnya selalu dapet tim jelek dan musuh susah,game sampah tidak pernah adil dalam matchnya selalu dapat tim jelek dan musuh susah,game sampah tidak pernah adil dalam matchnya selalu dapat tim jelek dan musuh susah
d1470158-b164-45cf-8163-7664a3e53c35,Profesor Pekok,ok,5,2026-07-13 14:50:38,ok,ok,ok,ok
bb0561f9-2f8b-49a0-be1b-17080103ff7b,akun farrij2,males game nya lemot sengaja beri bintang lima biar di baca,5,2026-07-13 14:50:25,males game nya lemot sengaja beri bintang lima biar di baca,males game nya lemot sengaja beri bintang lima biar di baca,malas game nya lemot sengaja beri bintang lima agar di baca,malas game nya lot sengaja beri bintang lima agar di baca
24f1d9bb-56d3-4324-a71e-41624a12efa1,Mass Otab,mecmeking terlalu ya parah,1,2026-07-13 14:49:29,mecmeking terlalu ya parah,mecmeking terlalu ya parah,matchmaking terlalu ya parah,matchmaking terlalu ya parah
13e7bc16-cdfa-47c9-9a19-8abbc3dfb276,Eliana,kagak adil dikasih timnya komputer sedangkan musuhnya eximo,1,2026-07-13 14:48:18,kagak adil dikasih timnya komputer sedangkan musuhnya eximo,kagak adil dikasih timnya komputer sedangkan musuhnya eximo,tidak adil beri timnya komputer sedangkan musuhnya eximo,tidak adil beri tim komputer sedang musuh eximo
b086fb0f-76f4-414a-b548-6f1f2e1fa018,Lipp Lopp,maap untuk admin monoton saya kasih 3 bintang karena game ml ini banyak datanya yang membuat hp ngeleg,3,2026-07-13 14:47:27,maap untuk admin monoton saya kasih 3 bintang karena game ml ini banyak datanya yang membuat hp ngeleg,maap untuk admin monoton saya kasih bintang karena game ml ini banyak datanya yang membuat hp ngeleg,maap untuk admin monoton saya kasih bintang karena game mobile legends ini banyak datanya yang membuat hp lag,maap untuk admin monoton saya kasih bintang karena game mobile legends ini banyak data yang buat hp lag
1cf6c879-5da8-4d10-b2c5-5138843cd0dc,Puji Yono,"hadeh lama gk main tetep aja kayak dulu, gak adil lawan nya",1,2026-07-13 14:45:17,"hadeh lama gk main tetep aja kayak dulu, gak adil lawan nya",hadeh lama gk main tetep aja kayak dulu gak adil lawan nya,hadeh lama tidak main tetep saja seperti dulu tidak adil lawan nya,hadeh lama tidak main tetep saja seperti dulu tidak adil lawan nya
4df65456-7471-4869-a476-13ccb24bc1f2,Krismohadi Pangestu,"saran dan masukan yg diberikan juga tidak di respon... tiap matchnya ampas bgt, makin rusak... push ranked makin menderita... kecuali untuk player yg cmn main fun, boleh... untuk player yg skill atau kompetitif gw saranin tahan2 emosi saat bermain...",2,2026-07-13 14:44:26,"saran dan masukan yg diberikan juga tidak di respon... tiap matchnya ampas bgt, makin rusak... push ranked makin menderita... kecuali untuk player yg cmn main fun, boleh... untuk player yg skill atau kompetitif gw saranin tahan2 emosi saat bermain...",saran dan masukan yg diberikan juga tidak di respon tiap matchnya ampas bgt makin rusak push ranked makin menderita kecuali untuk player yg cmn main fun boleh untuk player yg skill atau kompetitif gw saranin tahan emosi saat bermain,saran dan masukan yang diberikan juga tidak di respon tiap matchnya buruk sekali semakin rusak push ranked semakin menderita kecuali untuk player yang cmn main fun boleh untuk player yang skill atau kompetitif saya saranin tahan emosi saat bermain,saran dan masuk yang beri juga tidak di respon tiap matchnya buruk sekali makin rusak push ranked makin derita kecuali untuk player yang cmn main fun boleh untuk player yang skill atau kompetitif saya saranin tahan emosi saat main
f367facf-2b66-4282-8676-8bb28d047221,marno zero,main solo ngasi tim level belasan sedang aku udah level 100,1,2026-07-13 14:43:38,main solo ngasi tim level belasan sedang aku udah level 100,main solo ngasi tim level belasan sedang aku udah level,main sendiri beri tim level belasan sedang saya sudah level,main sendiri beri tim level bas sedang saya sudah level
9bc53464-bbd8-43d2-abdd-92b0c9c970fd,Chun Mustofa,Uey? Lu Napa Ama Smartfren gw pake b aja 😭🥲 giliran buat main elu malah t41??,5,2026-07-13 14:43:02,Uey? Lu Napa Ama Smartfren gw pake b aja  sedih 🥲 giliran buat main elu malah t41??,uey lu napa ama smartfren gw pake b aja sedih giliran buat main elu malah t,uey kamu kenapa sama smartfren saya pakai b saja sedih giliran buat main elu malah t,uey kamu kenapa sama smartfren saya pakai b saja sedih gilir buat main elu malah t
3a966101-7a80-47db-a332-21037427d0f6,jia yu,"resale “Kagura: Beyond the Clouds” and “Kagura: Exorcist” again. 🥺😔🙏🏻 i'm tired of waiting so long—can you speed up the resale, please? I've already set aside 3k diamonds. please prioritize the resale of “Exorcist” over “Gojo okay 😄 resale again granger cc please please prioritize the resale of natan cc because if there’s no skin, I’ll get bored easily and end up uninstalling it later... so please put it back on sale so I’ll be motivated to play it 😗 resale... resale!! resale... resale!!",5,2026-07-13 14:42:06,"resale “Kagura: Beyond the Clouds” and “Kagura: Exorcist” again.  tolong  kecewa  tolong 🏻 i'm tired of waiting so long—can you speed up the resale, please? I've already set aside 3k diamonds. please prioritize the resale of “Exorcist” over “Gojo okay 😄 resale again granger cc please please prioritize the resale of natan cc because if there’s no skin, I’ll get bored easily and end up uninstalling it later... so please put it back on sale so I’ll be motivated to play it 😗 resale... resale!! resale... resale!!",resale kagura beyond the clouds and kagura exorcist again tolong kecewa tolong im tired of waiting so longcan you speed up the resale please ive already set aside k diamonds please prioritize the resale of exorcist over gojo okay resale again granger cc please please prioritize the resale of natan cc because if theres no skin ill get bored easily and end up uninstalling it later so please put it back on sale so ill be motivated to play it resale resale resale resale,resale kagura beyond the clouds and kagura exorcist again tolong kecewa tolong im tired of waiting so longcan you speed up the resale tolong ive already set aside k diamonds tolong prioritize the resale of exorcist over gojo okay resale again granger cc tolong tolong prioritize the resale of natan cc because if theres no skin ill get bored easily and end up uninstalling it later so tolong put it back on sale so ill be motivated to play it resale resale resale resale,resale kagura beyond the clouds and kagura exorcist again tolong kecewa tolong im tired of waiting so longcan you speed up the resale tolong ive already set aside k diamonds tolong prioritize the resale of exorcist over gojo okay resale again granger cc tolong tolong prioritize the resale of natan cc because if theres no skin ill get bored easily and end up uninstalling it later so tolong put it back on sale so ill be motivated to play it resale resale resale resale
559af5fa-96b7-4b83-bddf-d121efefc21f,Selirahayu Selirahayu,"hama udah download full data tapi skin gua tetep gaa adaa,malahan bisa sampe bulet,kenapa nyakk",4,2026-07-13 14:41:24,"hama udah download full data tapi skin gua tetep gaa adaa,malahan bisa sampe bulet,kenapa nyakk",hama udah download full data tapi skin gua tetep gaa adaamalahan bisa sampe buletkenapa nyakk,hama sudah download full data tapi skin saya tetep gaa adaamalahan bisa sampai buletkenapa nyakk,hama sudah download full data tapi skin saya tetep gaa adaamalahan bisa sampai buletkenapa nyakk
d91788cf-c4c5-4a80-92a9-9caa6b5e0e57,ANDREAN EKA PUTRA,game jelek isinya kok tim beban aja moonton lu bisa buat game GK sih isinya dark sistem musuh jago tim bot monton benerin sistem lu ini,1,2026-07-13 14:41:09,game jelek isinya kok tim beban aja moonton lu bisa buat game GK sih isinya dark sistem musuh jago tim bot monton benerin sistem lu ini,game jelek isinya kok tim beban aja moonton lu bisa buat game gk sih isinya dark sistem musuh jago tim bot monton benerin sistem lu ini,game jelek isinya kok tim beban saja moonton kamu bisa buat game tidak sih isinya dark sistem musuh jago tim bot moonton perbaiki sistem kamu ini,game jelek isi kok tim beban saja moonton kamu bisa buat game tidak sih isi dark sistem musuh jago tim bot moonton baik sistem kamu ini
37633d3a-ed41-4239-af83-805634056ed9,Rajapepeng Ira,gamenya bagus,5,2026-07-13 14:41:03,gamenya bagus,gamenya bagus,gamenya bagus,gamenya bagus
7d71d374-9ee8-4f77-a0b9-ad2fccbd6300,Luthfi Achmad,game perusak mental,1,2026-07-13 14:40:11,game perusak mental,game perusak mental,game perusak mental,game usak mental
5a3e1acc-b607-4762-905f-23c5e638228f,Gading Bramasta,bagus sihh cuma setiap main lose streak kayak pass ketemu sun misalnya tim kita kayak Hero coba coba tapi kalo lawan yang pake ngueriiiiii mana pass mau wae tiba tiba nge lag padahal tadinya aman ping ku juga cuma 15 an PARAH NYA LAGIIIIIII UDAH NYELESAIN MISI TAPI MALAH GA KE CLAIM HADIAHNYA + Saranku kalo pass nyelesain misi terus keluar game lupa claim kasi claim otomatis lahhh MANA KALO MAIN NYA BERLIMA DIKASIH NYA LAWAN YANG PERNAH IMO KALO SOLO/DUO DAPET TIM YANG GABISA MAIN,1,2026-07-13 14:39:23,bagus sihh cuma setiap main lose streak kayak pass ketemu sun misalnya tim kita kayak Hero coba coba tapi kalo lawan yang pake ngueriiiiii mana pass mau wae tiba tiba nge lag padahal tadinya aman ping ku juga cuma 15 an PARAH NYA LAGIIIIIII UDAH NYELESAIN MISI TAPI MALAH GA KE CLAIM HADIAHNYA + Saranku kalo pass nyelesain misi terus keluar game lupa claim kasi claim otomatis lahhh MANA KALO MAIN NYA BERLIMA DIKASIH NYA LAWAN YANG PERNAH IMO KALO SOLO/DUO DAPET TIM YANG GABISA MAIN,bagus sihh cuma setiap main lose streak kayak pass ketemu sun misalnya tim kita kayak hero coba coba tapi kalo lawan yang pake ngueri mana pass mau wae tiba tiba nge lag padahal tadinya aman ping ku juga cuma an parah nya lagi udah nyelesain misi tapi malah ga ke claim hadiahnya saranku kalo pass nyelesain misi terus keluar game lupa claim kasi claim otomatis lah mana kalo main nya berlima dikasih nya lawan yang pernah imo kalo soloduo dapet tim yang gabisa main,bagus sihh hanya setiap main kalah beruntun seperti pass ketemu sun misalnya tim kita seperti hero coba coba tapi kalau lawan yang pakai ngueri mana pass mau wae tiba tiba nge lambat padahal tadinya aman ping saya juga hanya an parah nya lagi sudah nyelesain misi tapi malah tidak ke claim hadiahnya saranku kalau pass nyelesain misi terus keluar game lupa claim beri claim otomatis lah mana kalau main nya berlima beri nya lawan yang pernah immortal kalau soloduo dapat tim yang tidak bisa main,bagus sihh hanya tiap main kalah untun seperti pass ketemu sun misal tim kita seperti hero coba coba tapi kalau lawan yang pakai ngueri mana pass mau wae tiba tiba nge lambat padahal tadi aman ping saya juga hanya an parah nya lagi sudah nyelesain misi tapi malah tidak ke claim hadiah saran kalau pass nyelesain misi terus keluar game lupa claim beri claim otomatis lah mana kalau main nya lima beri nya lawan yang pernah immortal kalau soloduo dapat tim yang tidak bisa main
bc28e43b-bdd5-4d6e-a4d4-fe0b629bd6a1,Muhammad Rafi,kalo win streak terus nanti di kasih team dark system saya juga tidak suka wa pecah,1,2026-07-13 14:38:51,kalo win streak terus nanti di kasih team dark system saya juga tidak suka wa pecah,kalo win streak terus nanti di kasih team dark system saya juga tidak suka wa pecah,kalau menang beruntun terus nanti di kasih team dark system saya juga tidak suka wa pecah,kalau menang untun terus nanti di kasih team dark system saya juga tidak suka wa pecah
9175582c-9a36-4d6b-9970-7a8f00684fd4,Banget Sedih,menurut ku game ini sangat menyenangkan dan bisa ajakin mabar sama teman 😍,5,2026-07-13 14:38:46,menurut ku game ini sangat menyenangkan dan bisa ajakin mabar sama teman  suka ,menurut ku game ini sangat menyenangkan dan bisa ajakin mabar sama teman suka,menurut saya game ini sangat menyenangkan dan bisa ajakin main bersama sama teman suka,turut saya game ini sangat senang dan bisa ajakin main sama sama teman suka
147629f6-ad7d-4aed-a46e-a7da17c832a7,Lanxzz Ccck,"geme buruk masa renk glory nabrak sama renk lenjend, banyak drak sistem lagi hadehhh",1,2026-07-13 14:38:32,"geme buruk masa renk glory nabrak sama renk lenjend, banyak drak sistem lagi hadehhh",geme buruk masa renk glory nabrak sama renk lenjend banyak drak sistem lagi hadeh,game buruk masa rank glory lawan sama rank lenjend banyak dark sistem lagi hadeh,game buruk masa rank glory lawan sama rank lenjend banyak dark sistem lagi hadeh
003eb968-6b00-4ceb-8a99-eecb158fdc70,Jamilahh Milahh,udah win strik terus malah di kasih team dark system,1,2026-07-13 14:37:27,udah win strik terus malah di kasih team dark system,udah win strik terus malah di kasih team dark system,sudah menang strik terus malah di kasih team dark system,sudah menang strik terus malah di kasih team dark system
d2d99e7c-2f65-47eb-8524-8810fcefeb68,Al fathir Zaenal muttaqin,seru sekali uhhh hhh,5,2026-07-13 14:37:25,seru sekali uhhh hhh,seru sekali uh h,seru sekali uh h,seru sekali uh h
02218ce5-cb95-4ba0-a1f1-1c7756c48088,reynand theohanafi,"aku suka banget, bisa melatih reflek, fokus, ini game bagus banget",5,2026-07-13 14:36:48,"aku suka banget, bisa melatih reflek, fokus, ini game bagus banget",aku suka banget bisa melatih reflek fokus ini game bagus banget,saya suka sekali bisa melatih reflek fokus ini game bagus sekali,saya suka sekali bisa latih reflek fokus ini game bagus sekali
72a95c74-b52f-4ae0-a9e0-11442b106983,Alma Rismadi,kalo menang terus nanti di kasih orang hebat dan tim dark system aku tidak mau main kalo begini ayo kita kasih bintang 1,1,2026-07-13 14:36:43,kalo menang terus nanti di kasih orang hebat dan tim dark system aku tidak mau main kalo begini ayo kita kasih bintang 1,kalo menang terus nanti di kasih orang hebat dan tim dark system aku tidak mau main kalo begini ayo kita kasih bintang,kalau menang terus nanti di kasih orang hebat dan tim dark system saya tidak mau main kalau begini ayo kita kasih bintang,kalau menang terus nanti di kasih orang hebat dan tim dark system saya tidak mau main kalau begini ayo kita kasih bintang
08ff1d81-8491-406f-93be-7b4e549366f0,santoso didik,bagus banget,5,2026-07-13 14:36:24,bagus banget,bagus banget,bagus sekali,bagus sekali
893d472f-decc-4b93-bb87-4bbba286cb88,Queen Ririn,turun kann dark sistem mu moonton,1,2026-07-13 14:36:06,turun kann dark sistem mu moonton,turun kann dark sistem mu moonton,turun kann dark sistem mu moonton,turun kann dark sistem mu moonton
5c2996ac-7c86-4bbb-af6e-f1943aa38439,Beni mokino,game seru dan bagus kualitasnya..,5,2026-07-13 14:35:49,game seru dan bagus kualitasnya..,game seru dan bagus kualitasnya,game seru dan bagus kualitasnya,game seru dan bagus kualitas
b7b2a122-188b-41d0-a2de-376aef0cab6c,Syahira Noviyanti,𝐬𝐞𝐫𝐮 𝐛𝐠𝐭,4,2026-07-13 14:35:46,𝐬𝐞𝐫𝐮 𝐛𝐠𝐭,,,
c0a5df3f-0f3b-4724-8ff7-ce4ddabc89be,fadil fadhil.arifky,"nggak tim nggak musuh, buat stress ini game, isi bot semua, itulah ngapa dipanggil plagiat, katanya sistem adil? ngga ada bedanya dengan Indonesia, apes banget yang main solo",2,2026-07-13 14:33:47,"nggak tim nggak musuh, buat stress ini game, isi bot semua, itulah ngapa dipanggil plagiat, katanya sistem adil? ngga ada bedanya dengan Indonesia, apes banget yang main solo",nggak tim nggak musuh buat stress ini game isi bot semua itulah ngapa dipanggil plagiat katanya sistem adil ngga ada bedanya dengan indonesia apes banget yang main solo,tidak tim tidak musuh buat stress ini game isi bot semua itulah ngapa dipanggil plagiat katanya sistem adil ngga ada bedanya dengan indonesia apes sekali yang main sendiri,tidak tim tidak musuh buat stress ini game isi bot semua itu ngapa panggil plagiat kata sistem adil ngga ada beda dengan indonesia apes sekali yang main sendiri
d0b39e7f-407c-4068-beec-a3e747ecbddc,Padli Cek,sangat keren,5,2026-07-13 14:33:12,sangat keren,sangat keren,sangat keren,sangat keren
2aac6817-3ddc-4d10-bb29-bde528416d9b,Fatalah Ganteng,males gua main solo dapet tim draksyistem ton moonton yg bener lahhhh ngasih tim ya allahhhhhhhhhhhh ahkkkkkkkkkkkk stres gua dah lah pensi aja,1,2026-07-13 14:33:12,males gua main solo dapet tim draksyistem ton moonton yg bener lahhhh ngasih tim ya allahhhhhhhhhhhh ahkkkkkkkkkkkk stres gua dah lah pensi aja,males gua main solo dapet tim draksyistem ton moonton yg bener lah ngasih tim ya allah ahk stres gua dah lah pensi aja,malas saya main sendiri dapat tim draksyistem moonton moonton yang benar lah beri tim ya allah ahk stres saya sudah lah pensi saja,malas saya main sendiri dapat tim draksyistem moonton moonton yang benar lah beri tim ya allah ahk stres saya sudah lah pensi saja
f6d154b0-7d18-4764-a6f8-ffa1426f08b4,Muha Imin,gak bisa di download lah ini game?,4,2026-07-13 14:31:31,gak bisa di download lah ini game?,gak bisa di download lah ini game,tidak bisa di download lah ini game,tidak bisa di download lah ini game
e8b1e625-ed6f-4746-bacc-43a172afad5f,Akbar Irvan,game nya jelek kasih musuh yang jago jago mulu. Udah defeat semoga game ini di banned permanen,1,2026-07-13 14:30:22,game nya jelek kasih musuh yang jago jago mulu. Udah defeat semoga game ini di banned permanen,game nya jelek kasih musuh yang jago jago mulu udah defeat semoga game ini di banned permanen,game nya jelek kasih musuh yang jago jago selalu sudah defeat semoga game ini di blokir permanen,game nya jelek kasih musuh yang jago jago selalu sudah defeat moga game ini di blokir permanen
5849c21e-dc7c-4630-a018-39ca04d0220b,iis halimah,game nya udah bagus udah seimbang lah walaupun terkadang ada aja orang di tim yg bikin comeback musuh ya pernah 1-3 kali gua pelakunya tapi paling sering orang tim gua sih,1,2026-07-13 14:30:10,game nya udah bagus udah seimbang lah walaupun terkadang ada aja orang di tim yg bikin comeback musuh ya pernah 1-3 kali gua pelakunya tapi paling sering orang tim gua sih,game nya udah bagus udah seimbang lah walaupun terkadang ada aja orang di tim yg bikin comeback musuh ya pernah kali gua pelakunya tapi paling sering orang tim gua sih,game nya sudah bagus sudah seimbang lah walaupun terkadang ada saja orang di tim yang buat comeback musuh ya pernah kali saya pelakunya tapi paling sering orang tim saya sih,game nya sudah bagus sudah imbang lah walaupun terkadang ada saja orang di tim yang buat comeback musuh ya pernah kali saya laku tapi paling sering orang tim saya sih
71b0770e-bd53-463a-a643-b20eb18f52e1,m. rizky ananda,sangat buruk sekarang,1,2026-07-13 14:28:20,sangat buruk sekarang,sangat buruk sekarang,sangat buruk sekarang,sangat buruk sekarang
0d501139-2656-4713-a727-17b7ef2f3941,Daffa Mahaputra,game gak jelas,1,2026-07-13 14:27:01,game gak jelas,game gak jelas,game tidak jelas,game tidak jelas
b0129824-eef2-48fd-b239-4bde9a0fb604,Aldi Herdiansyah,"Game mactcmaking tidak adil, serta game Rasisme. Bagusnya mending ditutup aja ini game toxic sangat",1,2026-07-13 14:23:43,"Game mactcmaking tidak adil, serta game Rasisme. Bagusnya mending ditutup aja ini game toxic sangat",game mactcmaking tidak adil serta game rasisme bagusnya mending ditutup aja ini game toxic sangat,game mactcmaking tidak adil serta game rasisme bagusnya mending ditutup saja ini game kasar sangat,game mactcmaking tidak adil serta game rasisme bagus mending tutup saja ini game kasar sangat
337cee71-e193-4848-81e3-3e5dd8ac6aad,Valz valz,banyak drag sistem,1,2026-07-13 14:23:33,banyak drag sistem,banyak drag sistem,banyak drag sistem,banyak drag sistem
4728bbd5-cec3-4892-ba21-b7282a47ec3e,Chris Sihombing,game konto1 sumpah entah apa² aja yg terjadi aku gk ada ngetik apa² tiba tiba kresit skor turun karena kena peringatan jadi gk bisa main rank ayolah montong kalau gk bisa diperbaiki minimal jangn jadi merusak mod,1,2026-07-13 14:21:59,game konto1 sumpah entah apa² aja yg terjadi aku gk ada ngetik apa² tiba tiba kresit skor turun karena kena peringatan jadi gk bisa main rank ayolah montong kalau gk bisa diperbaiki minimal jangn jadi merusak mod,game konto sumpah entah apa aja yg terjadi aku gk ada ngetik apa tiba tiba kresit skor turun karena kena peringatan jadi gk bisa main rank ayolah montong kalau gk bisa diperbaiki minimal jangn jadi merusak mod,game konto sumpah entah apa saja yang terjadi saya tidak ada ngetik apa tiba tiba kresit skor turun karena kena peringatan jadi tidak bisa main rank ayolah moonton kalau tidak bisa diperbaiki minimal jangn jadi merusak mod,game konto sumpah entah apa saja yang jadi saya tidak ada ngetik apa tiba tiba kresit skor turun karena kena ingat jadi tidak bisa main rank ayo moonton kalau tidak bisa baik minimal jangn jadi rusak mod
94acfe46-14fe-4bcf-80e2-60254daf9a6a,saiful bahri,"kecewa, 1: ping jelek bisa sampe merah 300+ms main pubg aj 7-11 ms, 2: update terus ping server gak dibenerin, 3: ping sangat bosok, 4: wifi 200mbps buat ap kalo main game ini ping servernya 300+ ms.",1,2026-07-13 14:21:51,"kecewa, 1: ping jelek bisa sampe merah 300+ms main pubg aj 7-11 ms, 2: update terus ping server gak dibenerin, 3: ping sangat bosok, 4: wifi 200mbps buat ap kalo main game ini ping servernya 300+ ms.",kecewa ping jelek bisa sampe merah ms main pubg aj ms update terus ping server gak dibenerin ping sangat bosok wifi mbps buat ap kalo main game ini ping servernya ms,kecewa ping jelek bisa sampai merah ms main game lain saja ms update terus ping server tidak dibenerin ping sangat bosok wifi mbps buat ap kalau main game ini ping servernya ms,kecewa ping jelek bisa sampai merah ms main game lain saja ms update terus ping server tidak dibenerin ping sangat bosok wifi mbps buat ap kalau main game ini ping servernya ms
734759ee-23d6-487c-a6ca-a330e952c2b9,Ayii [WNI],tolong servernya diperbaiki / di upgrade soalnya saya setiap kali main rank itu di mid game sinyalnya merah padahal pas early bagus dan setiap kali main begitu terus,1,2026-07-13 14:20:56,tolong servernya diperbaiki / di upgrade soalnya saya setiap kali main rank itu di mid game sinyalnya merah padahal pas early bagus dan setiap kali main begitu terus,tolong servernya diperbaiki di upgrade soalnya saya setiap kali main rank itu di mid game sinyalnya merah padahal pas early bagus dan setiap kali main begitu terus,tolong servernya diperbaiki di upgrade soalnya saya setiap kali main rank itu di tengah game sinyalnya merah padahal pas early bagus dan setiap kali main begitu terus,tolong servernya baik di upgrade soal saya tiap kali main rank itu di tengah game sinyal merah padahal pas early bagus dan tiap kali main begitu terus
76a3d29a-82eb-434e-8a0b-8a8abd1c1a6e,yusnelitalita “yusnelita” Lita,"ml makin kesini, makin jelek, jaringan saya bagus tapi in game sangat lag, terlihat jaringan saya hijau, tetapi saat saya sedang bermain enak, tiba2 karakter/hero yang saya pakai jalannya, lambat tiba², dan lambat renspon ketika ingin memencet tombol skill",1,2026-07-13 14:20:54,"ml makin kesini, makin jelek, jaringan saya bagus tapi in game sangat lag, terlihat jaringan saya hijau, tetapi saat saya sedang bermain enak, tiba2 karakter/hero yang saya pakai jalannya, lambat tiba², dan lambat renspon ketika ingin memencet tombol skill",ml makin kesini makin jelek jaringan saya bagus tapi in game sangat lag terlihat jaringan saya hijau tetapi saat saya sedang bermain enak tiba karakterhero yang saya pakai jalannya lambat tiba dan lambat renspon ketika ingin memencet tombol skill,mobile legends semakin kesini semakin jelek jaringan saya bagus tapi in game sangat lambat terlihat jaringan saya hijau tetapi saat saya sedang bermain enak tiba karakterhero yang saya pakai jalannya lambat tiba dan lambat renspon ketika ingin memencet tombol skill,mobile legends makin kesini makin jelek jaring saya bagus tapi in game sangat lambat lihat jaring saya hijau tetapi saat saya sedang main enak tiba karakterhero yang saya pakai jalan lambat tiba dan lambat renspon ketika ingin pencet tombol skill
b5eef0c7-e002-4bfa-be69-981b79dd88d9,Wira08,banyak citer bangke,1,2026-07-13 14:20:01,banyak citer bangke,banyak citer bangke,banyak curang bangke,banyak curang bangke
b5cc6500-6f29-4c3e-b917-4ea1b42b932c,Azriel Syahputra,bagus,5,2026-07-13 14:19:05,bagus,bagus,bagus,bagus
63785f44-95a9-45d8-b79e-9a2c70b86fc4,Alexis,moonton gk niat bikin game setiap aku solo ketemu tim kayak baru main sedankan musuhny jago2 semua tolong lah jika begini terus saya sudah gk niat main,1,2026-07-13 14:18:04,moonton gk niat bikin game setiap aku solo ketemu tim kayak baru main sedankan musuhny jago2 semua tolong lah jika begini terus saya sudah gk niat main,moonton gk niat bikin game setiap aku solo ketemu tim kayak baru main sedankan musuhny jago semua tolong lah jika begini terus saya sudah gk niat main,moonton tidak niat buat game setiap saya sendiri ketemu tim seperti baru main sedankan musuhny jago semua tolong lah jika begini terus saya sudah tidak niat main,moonton tidak niat buat game tiap saya sendiri ketemu tim seperti baru main sedan musuhny jago semua tolong lah jika begini terus saya sudah tidak niat main
d15899c5-2c46-4f28-9f19-5421dc3233e5,shenhe Angelica,"Game nya bagus sih, cuma untuk matchmatching nya, tim nya kadang dikasi bot",1,2026-07-13 14:18:00,"Game nya bagus sih, cuma untuk matchmatching nya, tim nya kadang dikasi bot",game nya bagus sih cuma untuk matchmatching nya tim nya kadang dikasi bot,game nya bagus sih hanya untuk matchmatching nya tim nya kadang beri bot,game nya bagus sih hanya untuk matchmatching nya tim nya kadang beri bot
